Serial number,text,unix timestamp (milliseconds),whisper_assigned_categories,country,region,Hate targets extracted from the whisper text,Hate categories assigned by us
5872,"I HATE inconsiderate people 

You're not the only person alive fucktard",1424511949374,"Confessions,LOL",Jamaica,,inconsiderate people,behavior
5873,I hate fake people ,1424515944743,Confessions,,,fake people,behavior
5874,"I'm so sick of temporary people fucking everything up and then disappearing. 
",1424518122511,Confessions,,,temporary people,other
5875,I hate rude people,1424533317825,Confessions,Russian Federation,Stockholms Län,rude people,behavior
5876,"I'm so sick of gay people 

thinking they are better than everyone else

 because they are gay. It's not special and nobody cares. Stop flaming around just to get attention. ",1424537161978,"Confessions,LGBTQ",United States,Mississippi,gay people,sexual_orientation
5877,"I'm a black woman who dosen't mind what you look like. I don't care if you're white, black, skinny, or fat. All I care about is your personality. I can't stand ignorant people and assholes.",1424537995229,"Confessions,LOL,Q and A",United States,Alabama,ignorant people,behavior
5878,"I hate clingy people like damn let me spend some time away from you and maybe not come  back. 


Bitch",1424539182747,"Sports,Confessions,LOL",,,clingy people,behavior
5879,I can't wait to move out of this piece of shit country . I hate white people ,1424539561604,Confessions,,,white people,race
5880,I hate cocky people. I love confidence but if your a male like jersey shore then I find you really freaking annoying.,1424543081664,"Confessions,LOL",United States,California,cocky people,behavior
5881,I'm sick of gay people thinking they are better than everyone else!!! Shut the fuck up!,1424543452129,"Confessions,LGBTQ",United States,Illinois,gay people,sexual_orientation
5882,I hate rude people like seriously grow up ,1424545779891,Confessions,,,rude people,behavior
5883,"I hate superficial people

16 gay male, i got overweight and im still proud of myself and dont think im ugly bitch",1424546356012,"LGBTQ,Health and Wellness",Germany,Baden-Württemberg,superficial people,behavior
5884,Even though I date white men. I sometimes hate white people for their racism against other races,1424549817468,"Confessions,Relationships",,,white people,race
5885,"I hate fake people
",1424559803648,Confessions,United States,Ohio,fake people,behavior
5886,"I seriously hate black people, they're a waste of oxygen",1424560711971,,United States,Florida,black people,race
5887,"lol, think I finally figured it out. she thinks she's cute, and I wasn't good looking enough for her. if that's the reason things didn't work out, that's too bad, but I don't like shallow people. :D",1424565013196,"Work,Sports,Confessions,Health and Wellness",,,shallow people,other
5888,I hate ignorant people,1424566208534,Confessions,United States,Florida,ignorant people,behavior
5889,I HATE ignorant people!,1424577981910,Confessions,United States,Maryland,ignorant people,behavior
5890,I hate white people!! Whites are not human!! ,1424584840744,,,,white people,race
5891,"I'm sick of normal people. The odd ones are always more interesting. As they say, we're all mad in here...",1424597184431,Confessions,,,normal people,behavior
5892,Just got woken up for the 3rd time because my mom's boyfriend is being as loud as humanly possible in the kitchen. I'm seriously about to start cussing this man out. I hate inconsiderate people!,1424601757390,"Confessions,Family,Relationships",United States,Florida,inconsiderate people,behavior
5893,I hate ignorant people and liars! They're everywhere!,1424614852102,Confessions,United States,Georgia,ignorant people,behavior
5894,I hate homophobic people.,1424620232963,,,,homophobic people,sexual_orientation
5895,I can not stand fake people.,1424622462312,Confessions,United States,Massachusetts,fake people,behavior
5896,I don't like black people,1424622693499,Confessions,Canada,Ontario,black people,race
5897,I'm sick of childish people.  if you want me out of your life stop texting me starting stuff. And I'm going to be in your life because your mom married my dad sorry about it.. ,1424624036966,"Confessions,LOL,Family,Parenting,Relationships",,,childish people,behavior
5898,I hate materialistic people. Bitches 👺,1424631686882,Celebrities and Pop Culture,United States,New Jersey,materialistic people,behavior
5899,I hate stingy people,1424638080668,"Confessions,Health and Wellness",United States,Iowa,stingy people,behavior
5900,I hate Asian people...,1424645169705,Confessions,,,asian people,ethnicity
5901,"I hate fat people. They're destroying the world
 Remember Wall-E?!",1424652245950,,United States,New York,fat people,physical
5902,"Not being racist or anything, but i hate black people.",1424656034435,,,,black people,race
5903,I hate childish people.,1424659197539,Parenting,United States,Maryland,childish people,behavior
5904,I hate stupid people.. But who doesn't?,1424662074414,Confessions,United States,Minnesota,stupid people,other
5905,"I'm so sick of black people claiming whites are racist. NYPD is not focused on targeting blacks,their issue is not race related.Trust me I'm a white guy who's been subjected to the same abuse.Da fuck?",1424664729896,,,,black people,race
5906,I don't like gay people i mean if you want to love the same sex idc just don't try it on me please. Or in public,1424669051774,"NSFW,LGBTQ",United States,California,gay people,sexual_orientation
5907,"I hate stupid people so much, It's probably why I hate you.",1424715684263,"Sports,Confessions,LOL,Q and A",United States,Maryland,stupid people,other
5908,I hate ugly people,1424717384445,Confessions,,,ugly people,physical
5909,I hate fake people so damn much,1424724784837,Confessions,United States,Indiana,fake people,behavior
5910,I hate gay people,1424725876133,LGBTQ,United Kingdom,England,gay people,sexual_orientation
5911,"I can't stand nasty people always trying to get in my inbox with bs, I'm happily married. If I wanted anything I'd go to a dating site! 👌",1424728654652,"Confessions,Relationships",United States,Georgia,nasty people,behavior
5912,"I don't like black people 😶    it's not the way I was raised, just the way I am",1424729953219,Confessions,,,black people,race
5913,Ugh I hate happy people,1424730149942,Confessions,United States,Minnesota,happy people,behavior
5914,I hate ignorant people especially ones that cannot spell.,1424732715682,Confessions,United States,Virginia,ignorant people,behavior
5915,"I hate
Creepy
People",1424732908559,Confessions,United States,Illinois,creepy people,behavior
5916,I hate black people ,1424745185630,Confessions,United States,Hawaii,black people,race
5917,I hate nasty people ,1424747303734,Confessions,United States,Indiana,nasty people,behavior
5918,I hate old people ,1424748314628,Confessions,United States,Indiana,old people,physical
5919,I am so sick of rude people. Why is it so hard to not judge?,1424758548536,"Confessions,Q and A",United States,California,rude people,behavior
5920,"Oh your horse lost his halter in the paddocks? I'll go get it! *hikes a mile in a foot of snow* found it! *hikes a mile back* owner of horse: oh thanks.
Me:✋👐😐😑
I hate rude people. ",1424759569820,Sports,United States,Maryland,rude people,behavior
5921,I hate stupid people who make poor choices and feel as though if the hunger games were real they should be the contestants ,1424761774067,,,,stupid people,other
5922,I don't  like lazy people. Instead of writing a word they confine themselves to tap three time on my whisper. ,1424762820218,Confessions,,,lazy people,behavior
5923,"I HATE judgmental people. If there was anything my ex taught me, it was to give selfless love and I can't stand someone who judges others. You are no better!",1424771366827,"Confessions,Relationships",United States,West Virginia,judgmental people,behavior
5924,I hate fat people that make up excuses of why they cant lose weight,1424782540172,"Confessions,Q and A,Health and Wellness",,,fat people,physical
5925,I hate awkward people,1424783703406,Confessions,United States,New York,awkward people,behavior
5926,Every person I talk to that says they're a girl is lying!! I hate fake people!!!!!,1424791762336,Confessions,United States,Florida,fake people,behavior
5927,Why must I hate stupid people? It would be so much easier if they at least amused me. Dammit!,1424792027429,,,,stupid people,other
5928,I can't stand fake people who lie all the time. All hubby and I want is a girl to join our relationship. Not games :(,1424794157965,"Confessions,Relationships",United States,Connecticut,fake people,behavior
5929,Why when you go to show someone a picture on your phone do they feel the need to continue to swipe thru your shit. I hate nosey people!,1424794230276,"LOL,Q and A",United States,North Carolina,nosey people,behavior
5930,I hate fat people. So much. ,1424799622763,"Confessions,Health and Wellness",United States,Colorado,fat people,physical
5931,I hate rude people,1424805247181,Confessions,United States,Ohio,rude people,behavior
5932,I hate homophobic people. ,1424807193578,,United States,Alabama,homophobic people,sexual_orientation
5933,"I hate lazy people who won't work, but ask for handouts and favors 24/7.
Get a job and stop relying on the government and people around you.  
Expecially if you have multiple kids. ",1424807382809,"Work,LOL",United States,Ohio,lazy people,behavior
5934,"I hate white people...

I'm white...",1424808202141,Confessions,Turkey,,white people,race
5935,I fuckin hate gay people,1424816980542,LGBTQ,United States,South Carolina,gay people,sexual_orientation
5936,"I hate Black people 
( I'm a black girl)",1424829820313,NSFW,United States,Mississippi,black people,race
5937,"I hate stupid people. If you are going to lie, at least be intelligent enough to not get caught.",1424831297467,Confessions,United States,North Carolina,stupid people,other
5938,I cannot stand stupid people ,1424836930889,Confessions,United States,California,stupid people,other
5939,"I really can not stand ignorant people. 
I will punch you",1424837524689,"Confessions,LOL",United States,Idaho,ignorant people,behavior
5940,"Have a sense of humor. No, really, please. I hate serious people. ",1424839730875,Confessions,United States,Idaho,serious people,behavior
5941,I hate fake people,1424841735406,Confessions,,,fake people,behavior
5942,"Haha I hate ungrateful people who dont thank me for 80% of the things I went above and beyond for, like helping her move for free or buying her stuff or driving her places. Too bad, I'm gone now :D ",1424841994611,"Sports,Confessions",United States,Wisconsin,ungrateful people,behavior
5943,"I hate racist people. Many people are racist to skin color, culture, and all that. And the majority of those racist people are white. Not all white people though. Fuck you racist people!",1424847513690,Confessions,United States,Nevada,racist people,race
5944,I hate stupid people and the stupid choices they make ,1424871549129,,United States,Florida,stupid people,other
5945,I fucking hate stupid people!!!!! ,1424882747384,,United States,Idaho,stupid people,other
5946,I hate gay people,1424883456010,LGBTQ,United States,Ohio,gay people,sexual_orientation
5947,"I hate homophobic people.
Before I decide if I like someone, I need to know if they are homophobic or not.
If they are they are right out of my life!",1424893556445,,,,homophobic people,sexual_orientation
5948,I really hate fat people. Waste of space and oxygen.,1424893831182,Confessions,Canada,Yukon Territory,fat people,physical
5949,I hate black people and white people and Asian people.,1424897270570,Confessions,United States,Massachusetts,black people,race
5950,"I hate mean people, people who feel they are better than others and people who can't admit they watch porn and fart in public! ",1424898665210,"Celebrities and Pop Culture,NSFW",,,mean people,behavior
5951,"I've realized I don't like Hispanic people

I'm Hispanic lol",1424902787703,Confessions,United States,New Jersey,hispanic people,ethnicity
5952,"It's not that I don't like black people, it's just many act like they have to be a product of their surroundings which is further more pushing the stereotype ",1424903817854,Confessions,United States,Indiana,black people,race
5953,I fucken hate fat people like omfg fuck your conditions you fat pieces of shit go to gym and try to be normal stop making excuses for being fat people,1424904657525,"Confessions,LOL,Health and Wellness",United States,California,fat people,physical
5954,I hate fat people,1424906515979,"Confessions,Health and Wellness",United States,Maryland,fat people,physical
5955,"I seriously cannot stand rude people. Like I don't need you to make my living, their are plenty of other truckers to do that! 

 I'm a waitress at a truck stop. ",1424907605665,,United States,Arkansas,rude people,behavior
5956,I hate ignorant people--talking about the dangers of marijuana? Really? Fucking stupid moronic statement from mr deputy. But I still know who you really are you rapist fucking puke. Someday you will get yours.....,1424917565327,"LOL,Q and A",United States,Iowa,ignorant people,behavior
5957,I hate mean people. ,1424917795279,Confessions,United States,Connecticut,mean people,behavior
5958,I'm just sick of fake people,1424922954425,Confessions,United States,Nevada,fake people,behavior
5959,I hate illiterate people on any app or website. If you want people to read your shit don't make up another language no one knows about.,1424925670382,LOL,United States,Florida,illiterate people,other
5960,"I hate black people and interracial relationships
",1424926573246,Relationships,United States,Illinois,black people,race
5961,I hate fat people when children in third world countries dont have enough food ,1424932276340,"Food,Confessions,Parenting",Australia,Victoria,fat people,physical
5962,"I hate clingy people.  They annoy me.

But I feel when I talk to people, I come off as clingy.",1424932854231,Confessions,United States,Virginia,clingy people,behavior
5963,I hate white people for various reasons. But sometimes it's just because they exist at all.,1424933655419,Confessions,United States,California,white people,race
5964,I really hate white people but I don't wanna get shot so I can't talk about it in real life :(,1424934253267,Confessions,United States,Arkansas,white people,race
5965,I fucking hate straight people ,1424943342771,"Confessions,LGBTQ",Palestine,West Bank,straight people,sexual_orientation
5966,"I hate uneducated people. 

Whisper has a lot ",1424955053155,"Confessions,LOL",United States,Florida,uneducated people,other
5967,"I hate rude people.......





Well I just hate people ",1424970348155,Confessions,United States,Georgia,rude people,behavior
5968,I hate when people get upset that I only date girls that have a size 2 waist with a big but and nice tits not my fault I don't like fat people,1424972440083,"NSFW,Relationships",United States,Utah,fat people,physical
5969,"I'm sick of stupid people. I'm happy finally so, stop trying to ruin it for me. I didn't try to ruin anything for you!",1424973383142,,,,stupid people,other
5970,I hate whiny people. Everyone has their own shit to deal with. ,1424986765413,,,,whiny people,behavior
5971,I just hate judgemental people with a passion,1424986955699,,United States,New York,judgemental people,behavior
5972,"I Hate Fake People Who Lie All The Time!!!
Be Real I Have Never Lied!!!",1424991298086,Confessions,United States,California,fake people,behavior
5973,I hate fake people one minute they're all buddy buddy with you then the next day their rude as fuck!!!,1424995361205,"Confessions,LOL",United States,Missouri,fake people,behavior
5974,I like romance but I hate clingy people and I hate excessive PDA. I'm complicated I guess,1424995363825,"Confessions,Health and Wellness",United States,Ohio,clingy people,behavior
5975,I hate fat people. ,1425012811012,"Confessions,Health and Wellness",,,fat people,physical
5976,I hate fat people. ,1425033501802,"Confessions,Health and Wellness",Norway,Hordaland Fylke,fat people,physical
5977,"I hate how my husband doesn't make an effort to look nice, I don't like lazy people ",1425056580775,"Sports,Confessions",United States,Colorado,lazy people,behavior
5978,I hate poor people ,1425070987051,"Confessions,LOL",United States,Georgia,poor people,class
5979,I fucking hate ugly people,1425089342594,Confessions,,,ugly people,physical
5980,I hate judgmental people. Fucking cunts ,1425098717599,,United States,Oklahoma,judgmental people,behavior
5981,"I hate fake people who treat you like shit, and then your friends won't let you punch them in the boob",1425103496089,"LOL,NSFW,Relationships",,,fake people,behavior
5982,"I hate negative people, I dont care how bad your lives can be, please try and find something else to do other than complain all the time.",1425104258599,"Sports,Confessions,Q and A",France,Champagne-Ardenne,negative people,behavior
5983,Because of you I know I'm never going to start drinking... I can't stand drunk people,1425106499118,"Confessions,LOL,Drugs and Alcohol",United States,Wyoming,drunk people,other
5984,I know I should be over this but I hate fake people and that really hurts to know this and I want to kill her,1425139029332,Confessions,United States,California,fake people,behavior
5985,Ugh I hate stupid people. ,1425144303031,,,,stupid people,other
5986,"I can't stand weak people, sorry but get your fucking shit together ",1425146836041,"Confessions,LOL",France,Cantabria,weak people,physical
5987,I don't like judgemental people,1425147106785,Confessions,,,judgemental people,behavior
5988,I hate ugly people,1425159005764,Confessions,,,ugly people,physical
5989,I'm a girl that can get off to man on man on man porn but I don't like gay people......,1425160855517,"NSFW,LGBTQ",,,gay people,sexual_orientation
5990,I was watching empire last night. I didn't even finish the second episode. Talking bout how they had to talk a certain way that didn't scare white people. I am so done with this shit. I was never racist but now I can't stand black people . ,1425161074587,"Celebrities and Pop Culture,TV and Movies,Confessions",United States,Nevada,black people,race
5991,I hate black people....,1425164861514,Confessions,United States,Kentucky,black people,race
5992,I hate stupid people ,1425169554790,Confessions,,,stupid people,other
5993,"I hate lazy people! Step up be a man, get a job, and provide for your family. ",1425174909017,"Work,LOL,Family",United States,Virginia,lazy people,behavior
5994,i fuckin hate STUPID people,1425176797449,,,,stupid people,other
5995,I got dressed and ready for no damn reason. I hate fake people and I hate hypocrites. Fuck em. You only live once so live YOUR life. ,1425177241684,"Confessions,LOL",United States,Georgia,fake people,behavior
5996,I hate fake people 😒,1425178214299,Confessions,Canada,Ontario,fake people,behavior
5997,"I hate black
People ",1425180830737,,United States,Oklahoma,black people,race
5998,I fucking hate drunk people...,1425181292907,"Confessions,Drugs and Alcohol",United States,Wisconsin,drunk people,other
5999,I hate old people when I have to pee really bad and they are walking really slow. ,1425183795544,"Sports,Confessions",United States,California,old people,physical
6000,I hate black people with a passion ,1425186417133,,United States,Virginia,black people,race
6001,I hate stupid people,1425188199878,Confessions,United States,Oregon,stupid people,other
6002,I hate happy people.,1425190033728,Confessions,United States,Georgia,happy people,behavior
6003,I hate fake people,1425194692791,Confessions,,,fake people,behavior
6004,I can't stand negative people. My block hand is strong. ,1425204909083,Confessions,United States,Kansas,negative people,behavior
6005,I hate fake people,1425206341296,Confessions,Philippines,,fake people,behavior
6006,I'm so sick of selfish people and everyone in this world is selfish in some way shape or form!,1425210802270,Confessions,United States,Connecticut,selfish people,behavior
6007,I FUCKING HATE RUDE PEOPLE :/,1425215780653,Confessions,Australia,Queensland,rude people,behavior
6008,"Why do people argue in the comments section on porn sites? Who sits there beating off and suddenly thinks, ""I hate black people! Better say some racist shit!""",1425224081525,NSFW,United States,Florida,black people,race
6009,I hate homophobic people with a passion. ,1425230607961,,United States,Texas,homophobic people,sexual_orientation
6010,"I really hate immature people that think war is funny when in reality it's not, then they think that you're being immature when you tell them to leave you alone! Like seriously! ",1425232545441,"Confessions,LOL",,,immature people,behavior
6011,I hate racist people ,1425232753779,Confessions,United States,Connecticut,racist people,race
6012,I don't like fat people. WHY? Because they are so fucking confident that I'm jealous I will never be happy or confident in my body no matter how hard I try. ,1425232948187,"Confessions,Health and Wellness",,,fat people,physical
6013,I hate lazy people who doesn't get off the bed coz they think it is already work! ,1425240254789,"Work,Confessions",,,lazy people,behavior
6014,"Ugh! 
I hate
Fake people",1425246025497,Confessions,Suriname,Paramaribo,fake people,behavior
6015,When people are hey let's hang out sometimes on Friday and get UR number then all of sudden here comes monday and they think oh today im going to be a bitch and start shit with him.  I HATE FAKE PEOPLE. ,1425246770965,Confessions,United States,Indiana,fake people,behavior
6016,I hate fake people like I'm the realist bitch u can find. ,1425251651842,"Celebrities and Pop Culture,Confessions",United States,Maryland,fake people,behavior
6017,Don't talk to me unless your going to be honest with me!! I hate dishonest people!! UGH!!!,1425256629855,Confessions,United States,Indiana,dishonest people,behavior
6018,i hate negative people,1425256779848,Confessions,United States,Michigan,negative people,behavior
6019,I hate stupid people that think they know everything! ,1425257813400,Confessions,United States,North Carolina,stupid people,other
6020,"I hate lazy people who complain about their lives.

If i had your health I'd get up and slap you.",1425263585187,"LOL,Health and Wellness",,,lazy people,behavior
6021,I hate black people,1425265520053,,United States,North Carolina,black people,race
6022,"I absolutely hate ignorant people who don't know how to comprehend correctly, you know there's something called a book? 
",1425267436836,"LOL,Q and A",United States,California,ignorant people,behavior
6023,"I hate fat people....

Sorry not sorry",1425269610109,"Confessions,Health and Wellness",United States,North Carolina,fat people,physical
6024,"My father is disrespectful, arrogant, impolite, and abrasive.

He is everything I hate in people. ",1425269927720,Confessions,United States,North Carolina,in people,other
6025,I hate dramatic people.,1425274094290,Drugs and Alcohol,,,dramatic people,behavior
6026,I hate white people so I'm just gonna have to date someone who's half white.,1425278693362,"Confessions,Relationships",Canada,Ontario,white people,race
6027,I hate Jewish people,1425281616445,Confessions,United States,California,jewish people,religion
6028,I hate ugly people and people that stick up for people they don't even know. Both of those are the worst.,1425282100837,Confessions,,,ugly people,physical
6029,I hate rich people so much but I want a sugar daddy to pay my tuition,1425294675671,NSFW,United States,California,rich people,class
6030,"Ugh I just can't stand straight people!! Kissing in front of me like it's supposed to be ok? 



Yes, this is how stupid you sound... ",1425298570041,"LOL,LGBTQ",,,straight people,sexual_orientation
6031,I Hate Black People,1425303852253,,,,black people,race
6032,I really hate black people,1425306101637,Confessions,United States,Michigan,black people,race
6033,"I fucking hate judgmental people. I'm black and very proud. I love my curves, style and hair. Who are you to tell me I'm not good enough. I'm over qualified.",1425308123685,Confessions,United States,Michigan,judgmental people,behavior
6034,"I hate fake people.
I hate this job.
I hate my life.
Just.
Stop. ",1425312157222,"Work,Confessions",United States,Mississippi,fake people,behavior
6035,I can't stand ungrateful people who only care about themselves...and I'm friends with one 😬,1425321362630,"Confessions,Relationships",,,ungrateful people,behavior
6036,I hate nosy people that put their 2 cents in where it doesn't belong. Like stick your nose in your own  fucking business.,1425326548018,"Confessions,LOL",United States,Washington,nosy people,behavior
6037,I can't explain why but I hate preppy people,1425328463643,"Confessions,Q and A,Health and Wellness",,,preppy people,class
6038,I can't stand black people being so cheap all these rappers talk about making it rain and stuff but do they really? ,1425329617902,Q and A,,,black people,race
6039,I'm so sick of fake people,1425330059881,Confessions,United States,Rhode Island,fake people,behavior
6040,I hate Chinese people,1425331452754,,United States,Pennsylvania,chinese people,ethnicity
6041,I really hate fake people! God made you different to show it off not for you to hide it! ,1425332083653,"Faith,LOL",United States,Indiana,fake people,behavior
6042,"I hate Indian people with a passion
 ",1425335746315,,United States,New York,indian people,ethnicity
6043,I hate fat people,1425338823709,"Confessions,Health and Wellness",United Kingdom,England,fat people,physical
6044,I hate negative people they suck to have around... Just go away!!!!,1425341128242,,,,negative people,behavior
6045,I hate fat people,1425342667384,"Confessions,Health and Wellness",United Kingdom,Scotland,fat people,physical
6046,I'm sick of fat people complaining about there struggle to lose weight. Well my struggle is to Keep weight on. Damn high metabolism. ,1425347801157,Health and Wellness,United States,Wisconsin,fat people,physical
6047,I hate gay people fuck you all ,1425349296851,,,,gay people,sexual_orientation
6048,"I hate stupid people
",1425351456195,,United States,Wisconsin,stupid people,other
6049,I can hear the black woman above me yelling at her kid to stop crying. I can't stand black people. ,1425353165755,Confessions,United States,Texas,black people,race
6050,I don't know why but I really hate black people,1425356073736,,,,black people,race
6051,I'm so sick of fake people. If you're going to ignore me and then 3 weeks later you finally talk to me because you want something then fuck you. So done with everyone. I need new friends. F 16. Hmu.,1425360233313,Meet Up,Canada,Alberta,fake people,behavior
6052,I can't stand stupid people. ,1425361807118,Confessions,United States,Utah,stupid people,other
6053,I hate gay people,1425362058523,LGBTQ,United States,California,gay people,sexual_orientation
6054,"I hate stupid people. Its worse when its my own family. I have worked in the industry for years, if you listen im trying to explain how it works!!!! ",1425362703166,"Work,LOL,Family,Health and Wellness",United States,Kansas,stupid people,other
6055,I hate judgmental people.... ,1425371918433,Confessions,United States,Texas,judgmental people,behavior
6056,I hate fat people ,1425384974953,"Confessions,Health and Wellness",United States,New York,fat people,physical
6057,I hate stupid people. Our business pays for an accountant and it still can't do the taxes right. ,1425399374220,,,,stupid people,other
6058,I hate stupid people like really hate them...,1425401945144,Confessions,United States,North Carolina,stupid people,other
6059,"I hate shallow people, they can get a life",1425411509839,Confessions,,,shallow people,other
6060,I can't stand fake people,1425414877909,Confessions,United States,Michigan,fake people,behavior
6061,I hate judgmental people. Please stop telling me that I'm going to hell,1425417122762,,United States,Utah,judgmental people,behavior
6062,I really hate fat people. ,1425417301355,"Confessions,Health and Wellness",United States,Kentucky,fat people,physical
6063,"My deepest secret is that women and men don't want to be around me because I am a mastermind, a genius, a rocket scientist. More than created. But I hate fat people. And they hate me back.",1425421763733,"Sports,Confessions",United States,Michigan,fat people,physical
6064,I absolutely hate black people. They disgust me in every way possible.,1425423640246,Confessions,United States,,black people,race
6065,I hate fake people their so fucking dumb!,1425428397948,Confessions,United States,Pennsylvania,fake people,behavior
6066,"I can't stand fat people 
I know some people have illnesses and can't help it. But I can't stand the lazy fat people. To me you just are just something to pity and feel sorry for. ",1425432337354,"Confessions,Health and Wellness",,,fat people,physical
6067,I hate judgmental people -_-,1425441954619,,United States,Indiana,judgmental people,behavior
6068,I hate black people ASIAN FTW ,1425444070901,,,,black people,race
6069,"I fucking hate loud people. I'm shy, quiet, and angry, and I'm tired of listening to you yell about everything. Shut up.",1425448580294,Confessions,United States,British Columbia,loud people,behavior
6070,I hate white people ,1425461007553,,,,white people,race
6071,"I hate loud  people on the bus 
I have my music almost up all the way and I still can't hear it because of them ",1425470953220,"Music,Confessions,Health and Wellness",United States,Ohio,loud people,behavior
6072,I hate dumb people ✌️👍👏😂,1425474857081,Confessions,United States,West Virginia,dumb people,other
6073,I hate fake people,1425481335465,Confessions,Brazil,Pará,fake people,behavior
6074,"A couple of Mormons came to my house. I ran to my brother's room and told him to answer the door.
I don't like religious people.",1425501515461,"Faith,Confessions,Family",United States,Arizona,religious people,religion
6075,I hate French people ,1425516238200,Confessions,Canada,Yukon Territory,french people,ethnicity
6076,I hate homophobic people with a passion and I'm not even gay,1425518502862,LGBTQ,Canada,Montana,homophobic people,sexual_orientation
6077,I don't like rude people ,1425518880934,Confessions,United States,Nebraska,rude people,behavior
6078,Fuck I hate fat people ,1425521318431,"Confessions,Health and Wellness",Canada,Manitoba,fat people,physical
6079,I hate ignorant people so much. Can y'all just fall off the face of Earth?,1425522414135,Confessions,United States,Georgia,ignorant people,behavior
6080,I hate gay people but they're humans and should be respected and they should respect too we are all equal in heart and mind ,1425527389163,"Confessions,LGBTQ",United States,Texas,gay people,sexual_orientation
6081,I can't stand fake people.,1425527996415,Confessions,United States,Tennessee,fake people,behavior
6082,I hate fake people like grow tf up please!,1425528236608,,United States,Georgia,fake people,behavior
6083,I hate ugly people,1425528523617,Confessions,United States,Illinois,ugly people,physical
6084,I hate white people because they are so racist my I caused a big scene because my boyfriend wouldn't say I'm black. There for I'm going to racist for the great of my life.,1425529077788,"Confessions,Relationships",United States,Arizona,white people,race
6085,I hate fat people ,1425530190584,"Confessions,Health and Wellness",United States,New York,fat people,physical
6086,"Me: ""I'm Puerto Rican"" 

Stranger: ""So, you have a green card"" 

-.- I hate ignorant people ",1425530661023,"Confessions,LOL",United States,Massachusetts,ignorant people,behavior
6087,"I hate religious people.
Ugh.
#atheist.",1425540020871,"Faith,Confessions",United States,Michigan,religious people,religion
6088,I hate stupid people ,1425559805157,Confessions,,,stupid people,other
6089,"my secret: I hate gay people
(:",1425576138407,"Confessions,LGBTQ",,,gay people,sexual_orientation
6090,I don't like old people.,1425579423487,Confessions,United States,Michigan,old people,physical
6091,I really hate Jewish people,1425582885390,Confessions,United States,Minnesota,jewish people,religion
6092,"I hate racist 
people",1425588848931,Confessions,United States,Connecticut,racist people,race
6093,I hate Lazy People.,1425592301434,Confessions,United States,Iowa,lazy people,behavior
6094,I hate ignorant people...guy in my english class...russia is not in europe..dumbass,1425596909422,"School,Sports,Confessions",United States,,ignorant people,behavior
6095,I hate negative people always trying to bring ya down,1425604511891,Confessions,United States,Arizona,negative people,behavior
6096,I hate straight people who think they're saints for approving of gay marriage. (That just makes you a decent human being). ,1425605996882,"LOL,LGBTQ",,,straight people,sexual_orientation
6097,I secretly hate fat people,1425608207530,"Confessions,Health and Wellness",United States,Kentucky,fat people,physical
6098,I fucking hate ignorant people,1425611659034,Confessions,United States,Florida,ignorant people,behavior
6099,I'm sick of straight people treating LGBT+ people like we're a spectator sport ,1425612444607,"Sports,Confessions,LGBTQ",,,straight people,sexual_orientation
6100,I just learned I can't stand lazy people...,1425618439103,Confessions,United States,Texas,lazy people,behavior
6101,"I hate flaky people. If you say you will do something, then do it. ",1425657134907,"LOL,Q and A",United States,Florida,flaky people,behavior
6102,I don't like negative people!!,1425659073819,,,,negative people,behavior
6103,I really hate clingy people.,1425669899387,Confessions,United States,Florida,clingy people,behavior
6104,- I can't stand judgemental people. ,1425671033414,Confessions,United States,Alabama,judgemental people,behavior
6105,"I hate needy people, but love being needed. ""Feeling like shit""",1425676029062,Confessions,United States,Georgia,needy people,behavior
6106,"I exaggerate being humble, therefore people don't believe that my father is a millionaire. I hate rich people who are humiliating poor people. I want to destroy those rich people's businesses.",1425680503847,Confessions,Turkey,Kahramanmaraş,rich people,class
6107,I really hate judgmental people ,1425687728261,,United States,Michigan,judgmental people,behavior
6108,I hate racist people & this guy was today ,1425691979456,Confessions,United States,Texas,racist people,race
6109,I hate indian people. YOU GUYS SMELL LIKE NASTY FOOD AND B.O.,1425694868499,"Food,LOL",United States,Illinois,indian people,ethnicity
6110,"I hate inconsiderate people
",1425701789785,,United States,Arizona,inconsiderate people,behavior
6111,I can't stand needy people. Anyone who tells me they're bored can go jump off the earth. Read a book. ,1425702282147,Meet Up,Australia,,needy people,behavior
6112,I don't like GAY people -__-,1425706005202,"Confessions,LGBTQ",United States,California,gay people,sexual_orientation
6113,I hate loud people but my hole family are loud they blame it on being greek... So secartly i hate my hole culture because they are loud... :O,1425725553353,"Confessions,Family",United Kingdom,England,loud people,behavior
6114,"I can't stand rude people ! 
Manners cost nothing ! ",1425732496517,Confessions,United Kingdom,England,rude people,behavior
6115,"I realized at work today that I don't like to help ugly people, or pretty people. I also don't like old people, or young people. I pretty much don't want to help anyone.
Go somewhere else. ",1425741661431,"Work,Confessions",United States,Michigan,old people,physical
6116,I don't like gay people. Problem? Deal with it. 😁,1425743527901,LGBTQ,,,gay people,sexual_orientation
6117,I honestly hate rude people.. It's not even necessary. ,1425745891911,Confessions,United States,Arizona,rude people,behavior
6118,I have been passed over for things at my school because I am catholic. And they think I hate gay people. My cousin is a lesbian. I hate gay people? OK. Sure.,1425746261271,"School,LGBTQ,Health and Wellness",United States,Arizona,gay people,sexual_orientation
6119,I hate rude people. ,1425757493303,Confessions,United States,,rude people,behavior
6120,I hate fake people,1425758180926,Confessions,United States,California,fake people,behavior
