Tweet id (you need to refetch them using Twitter API),Hate targets extracted from the tweet text,Hate categories assigned by us
 478312300298792960 ,nigga,race
 478322224018235392 ,nigga,race
 478332156125536256 ,nigga,race
 478337088648015872 ,nigga,race
 478345837937176576 ,nigga,race
 478360878732308480 ,nigga,race
 478367824507707392 ,nigga,race
 478369997140422656 ,nigga,race
 478381212696707073 ,nigga,race
 478382399697342465 ,nigga,race
 478395011969843200 ,nigga,race
 478395100037660672 ,nigga,race
 478462548639883264 ,nigga,race
 478524372681240577 ,nigga,race
 478547571397255168 ,nigga,race
 478547760128335872 ,nigga,race
 478570212262821888 ,nigga,race
 478601090695319552 ,nigga,race
 478602214793940992 ,nigga,race
 478602252521721856 ,nigga,race
 478612046234124289 ,nigga,race
 478612599903645699 ,nigga,race
 478613061243138048 ,nigga,race
 478616940974313473 ,nigga,race
 478617159111688192 ,nigga,race
 478625841320964096 ,nigga,race
 478642345898815488 ,nigga,race
 478655553745743873 ,nigga,race
 478661169931370497 ,nigga,race
 478661241221971969 ,nigga,race
 478666563806318593 ,nigga,race
 478669797597523968 ,nigga,race
 478697119306371072 ,nigga,race
 478697815573409792 ,nigga,race
 478697861706969088 ,nigga,race
 478704941695918080 ,nigga,race
 478710834663682048 ,nigga,race
 478715196740218880 ,nigga,race
 478716908028829696 ,nigga,race
 478719563027447808 ,nigga,race
 478720871641939969 ,nigga,race
 478722054439858176 ,nigga,race
 478726550725349377 ,nigga,race
 478736541573849089 ,nigga,race
 478739574030864384 ,nigga,race
 478740681327136768 ,nigga,race
 478741788652343297 ,nigga,race
 478741809594916864 ,niggah,race
 478752215683706880 ,nigga,race
 478756108002422784 ,nigga,race
 478759312433885184 ,nigga,race
 478765431923044354 ,nigga,race
 478766988030771200 ,nigga,race
 478773443064651776 ,nigga,race
 478774449701781504 ,nigga,race
 478803667202899968 ,nigga,race
 478820612190646273 ,nigga,race
 478928888173961216 ,nigga,race
 478941676606455810 ,nigga,race
 478942439944617984 ,nigga,race
 478942876139663361 ,nigga,race
 478945812156674048 ,nigga,race
 478956922872545280 ,nigga,race
 478956981604978688 ,nigga,race
 478957040342409216 ,nigga,race
 478958084698566657 ,nigga,race
 478958319567388673 ,nigga,race
 478958579613843457 ,nigga,race
 478959284286271488 ,nigga,race
 478959607252283392 ,nigga,race
 478960626450956289 ,nigga,race
 478960664203911168 ,nigga,race
 478960777433341952 ,nigga,race
 478962547463159809 ,nigga,race
 478966578160369664 ,nigga,race
 478971821069324288 ,nigga,race
 478972135608557568 ,nigga,race
 478972605391593473 ,nigga,race
 478972664095469569 ,nigga,race
 478972894790569984 ,nigga,race
 478972907360509952 ,nigga,race
 478974526383226880 ,nigga,race
 478974786417479681 ,nigga,race
 478975205843271680 ,nigga,race
 478977328173686784 ,nigga,race
 478977512710889475 ,nigga,race
 478979190445076482 ,nigga,race
 478981891593224192 ,nigga,race
 478981920915611649 ,nigga,race
 478984223622455296 ,nigga,race
 478985209266708480 ,nigga,race
 478986597572947971 ,nigga,race
 478993581084921856 ,nigga,race
 479004100395548673 ,nigga,race
 479014896537858048 ,nigga,race
 479015613776805888 ,nigga,race
 479016251293827072 ,nigga,race
 479017450881953793 ,nigga,race
 479018692378767360 ,nigga,race
 479018977591435265 ,nigga,race
 479023171904237568 ,nigga,race
 479023637501345792 ,nigga,race
 479025428456153089 ,nigga,race
 479030134461435904 ,nigga,race
 479033464734248960 ,nigga,race
 479041559757746176 ,nigga,race
 479044474782638080 ,nigga,race
 479062690640310272 ,nigga,race
 479079748891844608 ,nigga,race
 479081552429973504 ,nigga,race
 479083112727871488 ,nigga,race
 479090540815060992 ,nigga,race
 479097885070348290 ,nigga,race
 479110262453047297 ,nigga,race
 479123071861682176 ,nigger,race
 479139861635801088 ,nigga,race
 479160409543286784 ,nigga,race
 479181234241683456 ,nigga,race
 479257553826623488 ,nigga,race
 479274754675712001 ,nigga,race
 479296527295201280 ,nigga,race
 479326025810464768 ,nigga,race
 479333881749856256 ,nigga,race
 479360817582731264 ,nigga,race
 479372301595836418 ,faggot,sexual_orientation
 479381629732159489 ,nigga,race
 479382338544357376 ,paki,ethnicity
 479383626212454400 ,nigga,race
 479387933775245312 ,nigga,race
 479414353666396160 ,faggot,sexual_orientation
 479421953749819392 ,nigga,race
 479426093515280384 ,nigga,race
 479433089634934784 ,nigga,race
 479441465660432384 ,nigga,race
 479469341004419072 ,nigga,race
 479473732428505088 ,nigga,race
 479479159849099264 ,nigga,race
 479479495397609473 ,nigga,race
 479496469762682880 ,nigga,race
 479500076880900096 ,nigga,race
 479507412710211585 ,nigga,race
 479507517546835969 ,cunt,gender
 479514958267289600 ,nigga,race
 479536470823170048 ,nigga,race
 479542242181652481 ,nigga,race
 479607102915096576 ,nigga,race
 479624056283856896 ,nigga,race
 479653005361676288 ,nigga,race
 479659582047137792 ,nigga,race
 479664162209951744 ,nigga,race
 479667924513206272 ,nigga,race
 479685012103520257 ,nigga,race
 479686396224229376 ,nigga,race
 479687633556492289 ,nigga,race
 479692758991384576 ,nigga,race
 479698261927022593 ,nigga,race
 479712715510779904 ,nigga,race
 479741488424058881 ,nigga,race
 479752926269698048 ,nigga,race
 479756348855689216 ,nigga,race
 479756768260550656 ,nigga,race
 479757288367222784 ,nigga,race
 479757426770841601 ,nigga,race
 479767337923395585 ,nigger,race
 479779308450635776 ,nigga,race
 479784299667795968 ,nigga,race
 479787604800729088 ,nigga,race
 479807049576878082 ,nigga,race
 479812795786334208 ,nigga,race
 479816675508772864 ,nigga,race
 479823742894219265 ,nigga,race
 479827169645187072 ,nigger,race
 479827803001475073 ,nigga,race
 479828750905774080 ,nigger,race
 479845607801356288 ,nigga,race
 479850657772359681 ,nigga,race
 479879892046053376 ,dyke,sexual_orientation
 479899794035339264 ,nigga,race
 480003938591453184 ,nigga,race
 480037878924201985 ,nigga,race
 480047005725896705 ,nigga,race
 480058967863730176 ,nigga,race
 480060708525051904 ,nigga,race
 480081373831921665 ,nigga,race
 480098566287798272 ,nigga,race
 480118820582207488 ,nigga,race
 480154593809416193 ,nigga,race
 480165335438741505 ,nigger,race
 480191398826618880 ,dyke,sexual_orientation
 480192590000566272 ,nigga,race
 480193139454386176 ,faggot,sexual_orientation
 480193147847184386 ,nigga,race
 480193688916615169 ,dyke,sexual_orientation
 480194431320989696 ,dyke,sexual_orientation
 480203516162473984 ,nigga,race
 480213217600217089 ,nigga,race
 480219513229557761 ,nigga,race
 480254414058704896 ,dyke,sexual_orientation
 480264207728787456 ,nigga,race
 480265742873399296 ,nigga,race
 480274425091084288 ,nigga,race
 480322575684235265 ,dyke,sexual_orientation
 480339591967567872 ,nigga,race
 480361763066892288 ,nigga,race
 480370759848976384 ,nigga,race
 480374480204623872 ,nigga,race
 480386857575120896 ,nigga,race
 480399981564944384 ,nigga,race
 480444151792930816 ,nigga,race
 480450703270223872 ,nigga,race
 480462942270656512 ,nigga,race
 480470106133118977 ,faggot,sexual_orientation
 480497515889176577 ,nigga,race
 480498858066063360 ,nigga,race
 480521696072712192 ,nigga,race
 480521746403971072 ,nigga,race
 480534270600286208 ,nigga,race
 480534341877891072 ,nigga,race
 480535222690144256 ,nigga,race
 480540096471384066 ,nigga,race
 480552566137180160 ,nigga,race
 480552603894681601 ,nigga,race
 480571071435784192 ,nigga,race
 480577388036636673 ,nigga,race
 480652361233211392 ,nigger,race
 480708514567184385 ,faggot,sexual_orientation
 480713535140683776 ,nigga,race
 480744208098021377 ,nigga,race
 480763287961751552 ,nigga,race
 480777733149310976 ,nigga,race
 480779385734049792 ,cunt,gender
 480803473588383744 ,nigga,race
 480805184873189376 ,nigga,race
 480808578073104386 ,nigga,race
 480823019044999168 ,nigga,race
 480831860658823168 ,nigga,race
 480832598873501697 ,nigga,race
 480847627056320513 ,nigga,race
 480865633211805696 ,nigga,race
 480894452257394688 ,nigga,race
 480911544058789888 ,nigga,race
 480920209457680384 ,nigga,race
 480935447401484289 ,nigga,race
 480942342812094464 ,nigga,race
 481014077993783296 ,nigga,race
 481026975474417664 ,paki,ethnicity
 481073741971980288 ,nigga,race
 481161751036043265 ,nigga,race
 481223411528515584 ,nigga,race
 481247436476661761 ,nigga,race
 481248053039759360 ,nigga,race
 481250347332423680 ,nigga,race
 481254763955503104 ,nigga,race
 481264616379797505 ,nigga,race
 481279128638066688 ,nigga,race
 481292084846919680 ,nigga,race
 481296505664708608 ,nigga,race
 481301845021704192 ,nigga,race
 481306274168963072 ,nigga,race
 481316877377892352 ,nigga,race
 481469831087001602 ,nigga,race
 481491310122389504 ,nigga,race
 481494032225280000 ,nigga,race
 481522008199823360 ,nigga,race
 481536344339283969 ,nigga,race
 481539330687512578 ,nigga,race
 481576446096183297 ,nigga,race
 481606183703556097 ,nigga,race
 481625460741537795 ,nigga,race
 481629826973851648 ,nigga,race
 481637313840435200 ,nigga,race
 481652706902147072 ,nigga,race
 481655907177070592 ,nigga,race
 481663561765093376 ,nigga,race
 481663926703112192 ,nigga,race
 481703940346503168 ,nigger,race
 481776711525085185 ,nigga,race
 481796835804053505 ,nigger,race
 481845527479615488 ,niggah,race
 481849159729700864 ,nigga,race
 481854712992776192 ,nigga,race
 481855530865270785 ,nigga,race
 481869166560161792 ,nigga,race
 481869514691194881 ,faggot,sexual_orientation
 481902213485170688 ,nigga,race
 481902419010658305 ,nigga,race
 481925311504740352 ,nigga,race
 481956135445200896 ,nigga,race
 481962858935492608 ,nigga,race
 481972199620739073 ,nigga,race
 481986061812264960 ,nigga,race
 481994039395622912 ,nigga,race
 482000095945453568 ,nigga,race
 482003854066974720 ,nigga,race
 482007536640729088 ,dyke,sexual_orientation
 482015275152588801 ,nigga,race
 482021323309191168 ,nigga,race
 482026348102561792 ,nigga,race
 482032580850503681 ,nigga,race
 482049555207581696 ,nigga,race
 482082170107072512 ,nigga,race
 482097026327269376 ,cunt,gender
 482097101825146881 ,cunt,gender
 482097114416443392 ,cunt,gender
 482097189901307904 ,cunt,gender
 482097282159230976 ,cunt,gender
 482097349280690177 ,cunt,gender
 482098200736960513 ,cunt,gender
 482098490139738113 ,cunt,gender
 482099928760872960 ,cunt,gender
 482100176262541312 ,cunt,gender
 482104282465202176 ,cunt,gender
 482111790290329600 ,cunt,gender
 482118383731617792 ,nigga,race
 482155138401206272 ,cunt,gender
 482155150983720961 ,cunt,gender
 482163623469400066 ,cunt,gender
 482166349759012864 ,cunt,gender
 482183185728409600 ,nigga,race
 482183965873143809 ,nigga,race
 482186281108004866 ,nigga,race
 482189934350962688 ,nazi,race
 482192874558464000 ,cunt,gender
 482193734386192385 ,cunt,gender
 482199962915463168 ,nazi,race
 482203972678086656 ,nigga,race
 482207135200444416 ,cunt,gender
 482210427703537665 ,nigga,race
 482211870539911168 ,nigga,race
 482219009258307584 ,cunt,gender
 482221978846519296 ,cunt,gender
 482225103569035265 ,cunt,gender
 482227674715127810 ,faggot,sexual_orientation
 482245420802785280 ,nigga,race
 482251636749135872 ,cunt,gender
 482260709049651200 ,cunt,gender
 482267889697689601 ,nigga,race
 482279621137018880 ,cunt,gender
 482283710608203776 ,nigga,race
 482285862294913025 ,nigga,race
 482288190095900672 ,cunt,gender
 482292531229519872 ,cunt,gender
 482301238579429377 ,nigger,race
 482302551422152704 ,nigga,race
 482325284524265472 ,nigga,race
 482334042239410176 ,nigga,race
 482340971221647360 ,nigga,race
 482345786315776000 ,retard,disability
 548878755566206976 ,nigga,race
 548881662244040706 ,nigga,race
 548887861408169984 ,nigga,race
 548915933893255168 ,nigga,race
 548928000902070274 ,nigga,race
 548935030563565570 ,dyke,sexual_orientation
 548935793922682880 ,dyke,sexual_orientation
 548959474967261184 ,nigga,race
 548963027551150082 ,nigga,race
 548991137776926720 ,nigga,race
 548992018584973313 ,nigga,race
 548995252372393984 ,nigga,race
 549005696201928704 ,nigga,race
 549006765728481280 ,nigga,race
 549014122558668800 ,nigga,race
 549029867946135553 ,nigga,race
 549048218055901184 ,nigga,race
 549083269858603009 ,nigga,race
 549088181383991297 ,nigga,race
 549102953702121472 ,nigga,race
 549106405643669504 ,nigga,race
 549112499954388992 ,nigga,race
 549205458314358784 ,nigga,race
 549249121010610177 ,faggot,sexual_orientation
 549272026117320704 ,nigger,race
 549277826848149505 ,nigga,race
 549279672333533184 ,nigga,race
 549297875583500289 ,nigga,race
 549313344193044482 ,beaner,ethnicity
 549324408779968512 ,nigga,race
 549325243438080000 ,nigga,race
 549331878843383808 ,nigga,race
 549370441262174208 ,nigga,race
 549395217020100608 ,nigga,race
 549410811450785792 ,nigga,race
 549431157981335553 ,nigga,race
 549447016678711297 ,nigga,race
 549467447116312577 ,nigga,race
 549469917565566978 ,nigga,race
 549522065355575298 ,nigga,race
 549580064178700289 ,nigga,race
 549604105946415104 ,nigga,race
 549629976388333568 ,nigga,race
 549631649907240960 ,nigga,race
 549636217521057792 ,nigga,race
 549688348529680384 ,nigga,race
 549694736446271489 ,nigga,race
 549704836347092992 ,nigga,race
 549707327763644416 ,nigga,race
 549734494258069505 ,nigga,race
 549737828717174786 ,nigga,race
 549739351265902592 ,nigga,race
 549755339961552897 ,nigga,race
 549762398962610180 ,nigga,race
 549766333231931392 ,nigger,race
 549768359068594178 ,nigga,race
 549772029080371201 ,nigga,race
 549773522268987393 ,nigga,race
 549777443914252288 ,nigga,race
 549790664360472578 ,nigga,race
 549794795758309376 ,nigga,race
 549800734909546496 ,nigga,race
 549803956139200514 ,nigga,race
 549828044027076608 ,nigga,race
 549844074648571904 ,nigga,race
 549858259793088513 ,nigga,race
 549865423639175170 ,nigga,race
 549983241659092992 ,nigga,race
 550003936363814912 ,nigga,race
 550010194261196800 ,nigga,race
 550014686364565504 ,nigga,race
 550027747398283264 ,nigga,race
 550061998084739072 ,nigga,race
 550064133002264576 ,nigga,race
 550071682749460480 ,nigga,race
 550075902218874881 ,nigga,race
 550080331408502785 ,nigga,race
 550084081095278594 ,nazi,race
 550139580134207489 ,nigga,race
 550143308883038209 ,nigga,race
 550149138973995009 ,nigga,race
 550153085788880896 ,nigga,race
 550157909238497280 ,nigga,race
 550165488341630976 ,nigga,race
 550172484474269696 ,nigga,race
 550183305765584896 ,nigga,race
 550188221494091777 ,nigger,race
 550195779638673408 ,nigger,race
 550377032282943488 ,nigga,race
 550402495881957376 ,nigga,race
 550405067002490882 ,nigga,race
 550417901552148480 ,nigga,race
 550428831916367872 ,nigga,race
 550456975721758720 ,nigga,race
 550466849117597696 ,nigga,race
 550507009561604097 ,nigga,race
 550521811239464960 ,faggot,sexual_orientation
 550670197355728896 ,nigger,race
 550693664482414593 ,nigga,race
 550696726311763969 ,nigga,race
 550697904910774272 ,nigga,race
 550697904902402048 ,nigga,race
 550700601873801217 ,nigga,race
 550714849924497408 ,nigga,race
 550721330111610882 ,nigga,race
 550726233244565504 ,nigga,race
 550730901509111810 ,nigga,race
 550752766399115264 ,nigga,race
 550770210522038272 ,nigga,race
 550776724288708608 ,nigga,race
 550778938856062976 ,nigga,race
 550811868353560576 ,nigga,race
 550812992414445568 ,nigga,race
 550813466395955200 ,nigga,race
 550817895576797184 ,nigga,race
 550845762503213058 ,nigga,race
 550851684864634880 ,nigga,race
 550863416328744962 ,nigga,race
 550883498681462784 ,nigga,race
 550905392939950080 ,nigga,race
 550918735012581376 ,nigga,race
 550940037903167488 ,nigger,race
 550953434502144000 ,nigga,race
 550956106277986304 ,nigga,race
 551024276305100800 ,nigga,race
 551042970297065473 ,nigga,race
 551053175063842816 ,nigga,race
 551054609520005120 ,nigga,race
 551055356089339904 ,nigga,race
 551059445544157184 ,nigga,race
 551086523970768897 ,nigga,race
 551106920845549568 ,nigga,race
 551128261494075392 ,nigga,race
 551133911221559297 ,nigga,race
 551145395200741376 ,nigga,race
 551158154265116673 ,nigga,race
 551163225191223299 ,cunt,gender
 551184758764740608 ,nigga,race
 551204283249475586 ,nigga,race
 551223170179407872 ,nigga,race
 551229138695364609 ,nigga,race
 551247576851181569 ,nigga,race
 551257647366684672 ,nigga,race
 551261258658230272 ,nigga,race
 551263691371315200 ,nigga,race
 551301935014227968 ,nigga,race
 551310831162359809 ,faggot,sexual_orientation
 551314484367613952 ,nigga,race
 551397217026969600 ,nigga,race
 551416020078833664 ,nigga,race
 551434445685682176 ,nigga,race
 551434500191047680 ,cunt,gender
 551465617732411392 ,nigga,race
 551466368520818689 ,faggot,sexual_orientation
 551471078720434176 ,nigga,race
 551471527510949888 ,nigga,race
 551472437682896896 ,nigga,race
 551476074123890688 ,nigga,race
 551482004882341890 ,nigga,race
 551486849307271170 ,nigga,race
 551490175386124288 ,dyke,sexual_orientation
 551503194514534401 ,nigga,race
 551509393687072768 ,nigga,race
 551518721827954689 ,nigga,race
 551544990762299392 ,nigger,race
 551557959541874689 ,nigger,race
 551565509301256192 ,nigga,race
 551613559244083200 ,nigga,race
 551630743278198784 ,nigga,race
 551661516886269952 ,nigga,race
 551673349022425088 ,nigga,race
 551744706716397570 ,nigga,race
 551755687403851777 ,nigga,race
 551772829541101568 ,hick,class
 551776352756854784 ,nigga,race
 551779536241954817 ,nigga,race
 551799408824971265 ,nigga,race
 551808602768678913 ,nigga,race
 551816894886715392 ,nigga,race
 551846489920901120 ,nigga,race
 551872792392892417 ,nigga,race
 551876361728851968 ,nigga,race
 551892908283289600 ,nigga,race
 551910759211364353 ,nigga,race
 551916274729500672 ,faggot,sexual_orientation
 551920284484526080 ,nigga,race
 551920515167047680 ,nigga,race
 551920766837878784 ,nigga,race
 551923031753621507 ,nigga,race
 551943340582006784 ,nigga,race
 551948818347204611 ,nigger,race
 551959241163288576 ,nigga,race
 551979214464110592 ,nigga,race
 551981236114448385 ,nigga,race
 551984482488971265 ,nigga,race
 551986407691268097 ,nigga,race
 551994561405657088 ,nigga,race
 551998671836180480 ,nigga,race
 552016493442236416 ,nigga,race
 552017227428671488 ,nigga,race
 552046302347804673 ,nigger,race
 552052971303755776 ,nigga,race
 552107417543000065 ,nigga,race
 552176359343419392 ,nigga,race
 552229849281335296 ,nigga,race
 552230583271960576 ,nigga,race
 552275806282842112 ,nigga,race
 552323386463236099 ,nigga,race
 552336493671641088 ,nigga,race
 552360766108872705 ,nigga,race
 552389601957269504 ,nigga,race
 552501220737576963 ,nigger,race
 552506639803514882 ,nigga,race
 552582439277977601 ,nigga,race
 552596381144469505 ,faggot,sexual_orientation
 552600801911119873 ,nigga,race
 552603758920994817 ,faggot,sexual_orientation
 552621370799292416 ,nigga,race
 552621903446573057 ,nigga,race
 552623572800114688 ,nigga,race
 552628614332948480 ,nigger,race
 552654321230557184 ,nigga,race
 552666027524255745 ,nigga,race
 552668938383802368 ,nigga,race
 552688878130184192 ,nigga,race
 552698113987969025 ,nigga,race
 552703902102331392 ,nigga,race
 552715386127650817 ,nigga,race
 552735573312417793 ,nigga,race
 552750005912895488 ,nigga,race
 552782717264601088 ,nigger,race
 552823313924620290 ,nigga,race
 552855605875339264 ,dyke,sexual_orientation
 552857031951278081 ,nigga,race
 552872580223614976 ,nigga,race
 552876896187596801 ,nigga,race
 552878171251810305 ,nigga,race
 552904813445664768 ,nigga,race
 552907279704801281 ,nigga,race
 552955937817133056 ,nigga,race
 552976603190685696 ,nigga,race
 552981640536813568 ,faggot,sexual_orientation
 552982458400899073 ,nigga,race
 552985805481082880 ,nigga,race
 552987739059388416 ,nigga,race
 552994085016178688 ,nigga,race
 553004398834888704 ,nigga,race
 553010220512055298 ,nigga,race
 553016600048066560 ,nigga,race
 553016600043855873 ,nigga,race
 553016600043872256 ,nigga,race
 553016784601624576 ,nigga,race
 553016952374190083 ,nigga,race
 553017132729245697 ,nigga,race
 553017455703240706 ,nigga,race
 553017795420905472 ,nigga,race
 553019095655149569 ,nigga,race
 553019116655620096 ,nigga,race
 553019619938959360 ,nigga,race
 553020693676560384 ,nigga,race
 553020865643028480 ,nigga,race
 553021171864977408 ,nigga,race
 553022040052367360 ,nigga,race
 553022811808481280 ,nigga,race
 553023172522831872 ,nigga,race
 553023835214475264 ,nigga,race
 553030613213937664 ,nigga,race
 553040696312365057 ,nigga,race
 553045041615089664 ,nigga,race
 553059944002748417 ,nigga,race
 553072979874025473 ,nigga,race
 553075370660880385 ,nigga,race
 553169453069135872 ,nigga,race
 553181528469954562 ,nigga,race
 553183323624054784 ,nigga,race
 553215712035360768 ,nigga,race
 553241129550766080 ,nigga,race
 553243172156231680 ,nigga,race
 553251866960990209 ,nigga,race
 553260742108278786 ,nigga,race
 553261056668499969 ,nigga,race
 553265372619878401 ,nigga,race
 553275803853946881 ,nigga,race
 553291045966864384 ,nigga,race
 553296544666230784 ,nigga,race
 553305235280519168 ,nigga,race
 553306904605503490 ,nigga,race
 553318803849740289 ,cunt,gender
 553319634318139395 ,nigga,race
 553349967536869376 ,nigga,race
 553352131810324480 ,nigga,race
 553361476711235584 ,nigga,race
 553365872346419201 ,nigga,race
 553370095984967681 ,nigga,race
 553370116986269696 ,nigga,race
 553370121167974401 ,nigga,race
 553370301518843904 ,nigga,race
 553371463336484864 ,nigga,race
 553371870192365568 ,nigga,race
 553372016993402881 ,nigga,race
 553377536676093953 ,nigga,race
 553380611097133056 ,nigga,race
 553381328326897664 ,nigga,race
 553385338086121473 ,nigga,race
 553390249632485376 ,nigga,race
 553397207958061056 ,nigga,race
 553398973768425472 ,nigga,race
 553404501869461505 ,nigga,race
 553408146728058881 ,nigga,race
 553408310314295297 ,nigga,race
 553409732162383872 ,nigga,race
 553418179482238977 ,nigga,race
 553418817016438787 ,nigga,race
 553419299365588993 ,nigga,race
 553419517477789696 ,nigga,race
 553420855464579074 ,nigga,race
 553422239597858816 ,nigga,race
 553422650639650816 ,nigga,race
 553430460433723392 ,nigga,race
 553430498169847808 ,nigga,race
 553434897973776384 ,nigga,race
 553435036423577600 ,nigga,race
 553436575724363776 ,nigga,race
 553436772852436992 ,nigga,race
 553439218127499264 ,nigga,race
 553453327758139392 ,nigga,race
 553552078463717376 ,nigga,race
 553559590437416960 ,faggot,sexual_orientation
 553573788193804289 ,nigga,race
 553578414494732289 ,nigga,race
 553581337903661057 ,nigga,race
 553581933502808064 ,nigga,race
 553592444437422081 ,nigga,race
 553618621088276480 ,nigga,race
 553629090075262977 ,nigga,race
 553633489916928001 ,nigga,race
 553648069318025217 ,nigga,race
 553667694441283584 ,nigga,race
 553712518984921090 ,nigga,race
 553732181852700672 ,nigga,race
 553750011863781376 ,nigga,race
 553759755215192064 ,nigga,race
 553761684612214784 ,nigga,race
 553788175811100672 ,nigga,race
 553790461715185665 ,faggot,sexual_orientation
 553798015660867584 ,nigga,race
 553803258566045696 ,nigga,race
 553803317256544256 ,nigga,race
 553809524847415296 ,nigga,race
 553903544374263808 ,nigger,race
 553943318925938689 ,nigga,race
 553978920174096385 ,nigga,race
 553996154589822978 ,nigga,race
 553998776013430784 ,nigga,race
 554005696623022080 ,nigga,race
 554060184830504960 ,nigga,race
 554080518816276480 ,nigga,race
 554096754971643904 ,nigga,race
 554104506049630211 ,nigga,race
 554132918269124610 ,nigga,race
 554144129647915008 ,nigga,race
 554146394538536963 ,nigga,race
 554154997055627264 ,nigga,race
 554166304937369600 ,nigga,race
 554177948312293377 ,nigga,race
 554178179007406081 ,nigga,race
 554246822982455296 ,nigga,race
 554279236538994689 ,nigga,race
 554279689540620288 ,nigga,race
 554280587117486081 ,nigga,race
 554282302570651649 ,nigga,race
 554314212840079361 ,nigga,race
 554327919850717184 ,nigga,race
 554328662238302208 ,nigga,race
 554335456997826560 ,nigga,race
 554342872535691264 ,nigga,race
 554343535244509184 ,nigga,race
 554353769316909056 ,nigga,race
 554357133178060800 ,nigga,race
 554362514465906688 ,nigga,race
 554371829998313472 ,nigga,race
 554407632597815296 ,nigga,race
 554426473407606785 ,nigga,race
 554430952919662593 ,nigga,race
 554436002844901377 ,nigga,race
 554437999367557120 ,nigga,race
 554442470461673473 ,nigga,race
 554444244648083456 ,nigga,race
 554489123718062081 ,nigga,race
 554505909343625216 ,nigga,race
 554507465417834496 ,nigga,race
 554657684394635264 ,nigga,race
 554659601216700416 ,nigga,race
 554684876088045568 ,nigga,race
 554691779908628483 ,nigga,race
 554707319821701120 ,nigger,race
 554726718464741376 ,nigga,race
 554765742273757184 ,nigga,race
 554788177580687360 ,nigga,race
 554792841659293696 ,nigga,race
 554807362347732992 ,nigga,race
 554810566779633665 ,nigga,race
 554812433261658112 ,nigga,race
 554815180518227969 ,nigga,race
 554816497537667073 ,nigga,race
 554817051177803776 ,nigga,race
 554820192707301376 ,nigga,race
 554822277305757696 ,nigga,race
 554840916784320512 ,nigga,race
 554845048165388288 ,nigga,race
 554848613327966208 ,nigga,race
 554861691159470080 ,nigga,race
 554868053905666049 ,nigga,race
 554868821480058880 ,nigger,race
 554880368411967488 ,nigga,race
 554880443901030401 ,nigga,race
 554880473252790272 ,nigga,race
 554880607478902784 ,nigga,race
 554880741671047168 ,nigga,race
 554882985657237505 ,nigga,race
 554886718579818496 ,nigga,race
 554887452566241281 ,nigga,race
 554898169029738497 ,nigga,race
 555361920652701696 ,nigga,race
 555395231781519361 ,nigga,race
 555397647704809473 ,nigga,race
 555404740302241792 ,nigga,race
 555424830980644864 ,nigga,race
 555441004250427392 ,nigga,race
 555461594063601665 ,nigga,race
 555476257341964291 ,nigga,race
 555530636497543168 ,nigga,race
 555541768209719296 ,nigga,race
 555550534271508480 ,nigga,race
 555572801860407296 ,nigga,race
 555573036733042688 ,nigga,race
 555578308964777985 ,nigga,race
 555581194671501313 ,nigga,race
 555594780004999168 ,nigga,race
 555595107160686592 ,nigga,race
 555598911398612993 ,nigga,race
 555633476662476800 ,nigga,race
 555705559966818304 ,nigga,race
 555772245214121984 ,nigga,race
 555773109232345090 ,nigga,race
 555790201033740288 ,nigga,race
 555803442422497280 ,nigga,race
 555821146591875072 ,nigga,race
 555821146608635904 ,nigga,race
 555826217484431360 ,nigga,race
 555829405168447488 ,nigga,race
 555854021547003905 ,nigga,race
 555892676235497473 ,nigga,race
 555894295253626880 ,nigga,race
 555903908581634048 ,nigga,race
 555923865093033984 ,nigga,race
 555989988312354816 ,nigga,race
 556051380327432192 ,nigger,race
 556058728731275266 ,nigga,race
 556108313822523392 ,nigga,race
 556110037677273090 ,nigga,race
 556137246131515392 ,nigga,race
 556138718307053568 ,nigga,race
 556151288631943170 ,nigga,race
 556154249806364672 ,nigga,race
 556161455654203392 ,nigga,race
 556167554151239680 ,nigga,race
 556173015126663168 ,nazi,race
 556194418664148993 ,nigga,race
 556252065207693312 ,nigga,race
 556260055356801026 ,nigga,race
 556265772188962817 ,nigga,race
 556283782534561792 ,nigger,race
 556295920837337089 ,beaner,ethnicity
 556300442297061376 ,nigga,race
 556301557994881024 ,nigga,race
 556302212306333696 ,nigga,race
 556339084411830273 ,nigga,race
 556375180574871553 ,nigga,race
 556489471164956672 ,nigga,race
 556496798635024384 ,nigga,race
 556525730960392192 ,nigga,race
 556533574296698880 ,nigga,race
 556568265380888576 ,nigga,race
 556596186858397696 ,nigga,race
 556617149989392385 ,beaner,ethnicity
 556619649799159808 ,nigga,race
 556638163452829696 ,nigga,race
 556683130594013184 ,nigga,race
 556722074698260480 ,nigga,race
 556724486436032512 ,nigga,race
 556854841213870081 ,hick,class
 556872952223137793 ,nigga,race
 556883983234248704 ,nigga,race
 556888404022267906 ,nigga,race
 556922046538850304 ,nigga,race
 556928191168667648 ,nigga,race
 556934293881389057 ,nigga,race
 556953432498511872 ,nigga,race
 556963360432857089 ,nigga,race
 556965658924433408 ,nazi,race
 556974894747885569 ,nigga,race
 557051369505312769 ,nigga,race
 557055962289537024 ,nigga,race
 557126225265557505 ,nigga,race
 557184018572386305 ,nigga,race
 557210681766723584 ,nigga,race
 557227232461324290 ,cunt,gender
 557229128295133185 ,nigga,race
 557251374887755778 ,nigger,race
